#                 r,            density,      density error,          density A,    density error A,          density B,    density error B, radial probability,  probability error,     radial prob. A,      prob. error A,     radial prob. B,      prob. error B
 2.750000000000e-02, 8.322452320959e-03, 1.092791526910e-03, 5.452641175800e-03, 8.845352004545e-04, 2.869811145158e-03, 6.417092803160e-04, 1.054545454545e-04, 1.384686019248e-05, 6.909090909091e-05, 1.120802545994e-05, 3.636363636364e-05, 8.131156281817e-06
 8.250000000000e-02, 5.575633082022e-03, 3.380724136303e-04, 2.664824634790e-03, 2.337205815989e-04, 2.910808447232e-03, 2.442696186489e-04, 4.945454545455e-04, 2.998622273176e-05, 2.363636363636e-04, 2.073046227453e-05, 2.581818181818e-04, 2.166613688693e-05
 1.375000000000e-01, 7.348226958523e-03, 2.355733410366e-04, 3.496638316337e-03, 1.625025636301e-04, 3.851588642186e-03, 1.705512117249e-04, 1.769090909091e-03, 5.671445076539e-05, 8.418181818182e-04, 3.912260871155e-05, 9.272727272727e-04, 4.106032651140e-05
 1.925000000000e-01, 7.089209153174e-03, 1.658096084904e-04, 3.257623462071e-03, 1.123986878241e-04, 3.831585691103e-03, 1.218989796642e-04, 3.323636363636e-03, 7.773657573248e-05, 1.527272727273e-03, 5.269591544069e-05, 1.796363636364e-03, 5.714994052910e-05
 2.475000000000e-01, 6.791102275468e-03, 1.263912122063e-04, 3.260293645237e-03, 8.757398295993e-05, 3.530808630231e-03, 9.113471364702e-05, 5.249090909091e-03, 9.769238277825e-05, 2.520000000000e-03, 6.768912897813e-05, 2.729090909091e-03, 7.044134773749e-05
 3.025000000000e-01, 6.666792044906e-03, 1.025296368650e-04, 3.464272025227e-03, 7.390893739118e-05, 3.202520019679e-03, 7.106191250858e-05, 7.687272727273e-03, 1.182237687782e-04, 3.994545454545e-03, 8.522212105642e-05, 3.692727272727e-03, 8.193930428541e-05
 3.575000000000e-01, 6.945168940664e-03, 8.858316798337e-05, 3.467500159248e-03, 6.259188710871e-05, 3.477668781416e-03, 6.268359688260e-05, 1.117636363636e-02, 1.425505564950e-04, 5.580000000000e-03, 1.007246471597e-04, 5.596363636364e-03, 1.008722291395e-04
 4.125000000000e-01, 7.031037305637e-03, 7.726414621580e-05, 3.411509225221e-03, 5.381973856565e-05, 3.619528080417e-03, 5.543630607446e-05, 1.505636363636e-02, 1.654545454545e-04, 7.305454545455e-03, 1.152503563036e-04, 7.750909090909e-03, 1.187120970393e-04
 4.675000000000e-01, 6.650820391244e-03, 6.631616508739e-05, 3.290364114817e-03, 4.664485788269e-05, 3.360456276427e-03, 4.713906007762e-05, 1.828727272727e-02, 1.823446922092e-04, 9.047272727273e-03, 1.282559424622e-04, 9.240000000000e-03, 1.296148139682e-04
 5.225000000000e-01, 6.734525453001e-03, 5.971459827940e-05, 3.434772121520e-03, 4.264577196292e-05, 3.299753331481e-03, 4.179917919478e-05, 2.312545454545e-02, 2.050518982885e-04, 1.179454545455e-02, 1.464398446434e-04, 1.133090909091e-02, 1.435327589527e-04
